credit_score,age,anciennete_ans,solde,nb_produits,carte_credit,membre_actif,salaire_annuel,pays,sexe,churn
749,18,7,57200.44323475638,3,1,0,53401.56770452977,France,H,0
412,54,12,76670.20331559499,1,0,1,80081.1190994753,France,H,1
717,47,3,88419.66456766252,4,0,1,69150.33467679945,Allemagne,F,0
673,64,7,64373.83979291182,1,1,1,39759.34806643895,France,F,1
450,31,1,107493.08954854263,3,1,0,37321.4341165794,Espagne,H,1
790,30,13,66812.76633259183,1,1,0,62693.72860091843,France,F,1
637,28,15,45132.639211735586,4,0,0,56607.46714752274,France,H,1
654,46,15,116140.09325112822,3,1,1,73258.2459140434,Espagne,F,0
379,47,12,50013.49038167772,2,1,0,67706.69001073024,Espagne,H,1
391,31,3,72164.73085242877,4,0,1,73132.09210503839,Espagne,H,0
742,24,14,34230.731407627565,4,1,0,66007.87735653325,Espagne,F,1
779,65,15,58564.10750530927,4,1,0,87830.36112435863,Allemagne,F,1
512,57,10,42620.424349348184,3,1,0,46733.581104442645,France,H,1
332,25,7,89652.05620015526,2,0,0,81762.64259993794,France,H,1
588,35,9,43354.50677320786,1,1,1,61097.6388764303,Espagne,F,0
727,29,17,40334.84237709589,3,0,1,51915.682631668366,Espagne,F,0
809,20,9,52106.39142111172,4,1,0,20027.348765597308,Allemagne,F,0
536,43,10,81657.1594807592,4,1,0,42286.029075333136,France,H,1
805,69,4,61624.89261269566,3,0,1,25444.70308189731,France,H,0
449,43,10,106900.20410834589,3,0,0,57346.433916916576,France,H,1
402,23,3,4487.140153234839,4,1,1,55675.36828132041,France,F,0
365,68,18,30765.988099558923,3,0,0,59777.147805077766,Espagne,F,1
645,50,19,47578.92218380636,1,1,0,62380.48782777618,France,F,1
667,71,19,77474.70960544841,2,0,0,43429.098864410975,Allemagne,F,1
601,52,16,62021.698230505455,1,0,1,44086.40530704151,Espagne,H,0
506,70,17,52035.39448678344,3,0,1,25088.38227106225,France,H,0
324,57,3,104905.05985300239,3,0,0,55939.91308149106,Allemagne,F,1
770,59,11,56116.95010145915,2,1,0,60771.44564453095,France,F,1
828,33,17,32048.993151397543,1,0,1,55831.37608741948,France,H,0
697,61,5,64301.83968133413,1,1,0,64652.82563353835,Espagne,H,1
778,43,1,58560.702854403964,1,1,0,43062.007280464866,Espagne,H,1
839,57,2,59993.99248604762,1,0,0,23583.401974114557,Espagne,H,1
379,39,14,115231.72150854763,3,1,1,68657.2568481397,Allemagne,H,0
842,25,5,42651.17950975534,2,0,0,92309.16082324438,France,F,0
413,40,4,51518.219375466615,3,0,1,63999.019817122804,France,F,0
515,73,11,120266.34893341802,2,1,1,79741.6413010347,Espagne,F,0
474,74,4,47056.77459419147,3,1,1,69524.17338767022,France,F,1
636,20,15,91418.67957207705,3,1,0,25837.1264916357,Espagne,H,1
639,73,17,46731.644152934125,2,1,0,64433.32029215625,France,F,1
814,38,19,35307.3575060735,2,0,1,68364.239564077,France,F,0
378,60,8,87307.14894697205,2,1,0,65418.05703252281,Allemagne,F,1
787,53,0,12182.918013676943,3,0,1,51416.55608950151,Allemagne,H,0
806,66,7,102197.5383373768,4,0,0,80421.4702272798,France,H,1
594,21,14,76623.52363712667,1,1,1,72497.58620895771,Allemagne,H,0
483,20,19,69797.19392547343,3,0,1,68201.55178838206,Allemagne,F,0
814,56,16,130806.72495852939,1,1,1,68754.58556311234,France,H,0
605,58,10,111553.64974454936,4,1,0,64252.75245525183,France,H,1
421,69,7,92922.96687031862,1,0,1,87168.26401122383,France,H,1
593,41,16,76036.42169543185,1,0,1,84035.9692441588,France,F,0
384,38,17,87560.93506212866,3,1,0,74360.07502795689,France,F,1
795,22,9,53848.77911131406,4,0,1,51011.28101049359,Espagne,H,0
819,43,11,60073.89557458382,2,1,1,87961.31363267734,France,H,0
849,38,3,68212.68494934669,1,1,1,42347.705449035435,France,H,0
301,66,9,74119.56702682334,2,1,1,82118.50010142391,France,F,1
655,22,6,84545.99213679778,4,1,0,46956.47348842397,France,F,1
509,71,15,54222.72068841022,2,1,0,56147.74077193999,France,F,1
699,70,7,27558.496102762027,3,1,1,66898.27287698454,Allemagne,H,0
686,38,14,44077.49652308707,2,1,0,69081.7589005036,Allemagne,H,0
318,25,4,81698.71087810697,1,1,1,60472.61390311676,Espagne,H,1
761,59,9,36304.56601051537,3,0,1,95706.0275863295,Allemagne,H,0
383,45,1,51030.94376818982,4,1,1,46506.83397345552,France,H,1
755,68,5,40599.96589584262,1,1,0,52745.95255328908,Allemagne,F,1
316,59,11,143270.11104997207,2,1,1,63854.56012592387,Allemagne,H,0
453,57,14,58764.48024032601,3,1,1,85588.17616708211,France,H,0
577,18,1,26745.258269985243,4,1,0,38477.3910960674,Allemagne,F,1
659,42,9,32121.97327698091,1,0,1,89518.5082322006,Allemagne,F,0
783,30,2,51953.008926718365,1,1,0,74674.84945093971,France,H,1
811,64,18,109904.02483006114,1,1,0,47885.65541309207,France,F,1
517,68,12,26670.67206735292,3,0,0,95092.54583614631,France,F,1
692,42,15,16015.140162018295,3,0,0,73193.65177754244,France,H,1
438,50,4,34332.66212636007,4,0,0,95099.29848484542,Allemagne,H,1
725,54,7,119586.47354755495,1,0,0,61918.854403534235,Allemagne,H,1
486,60,10,18793.23199497666,3,1,0,80416.13795291526,Espagne,H,1
629,30,11,38725.353107035684,4,1,1,40501.6228029738,France,F,0
545,48,14,21061.196631360064,3,0,0,88523.53353609215,France,H,1
743,74,8,35701.082448976886,1,1,1,35769.95438125377,France,F,1
755,25,9,86359.39681652056,4,1,1,63115.01805813416,France,H,0
351,38,9,49768.23214889218,4,1,1,31899.724276069886,France,H,0
757,37,16,71217.39643371761,3,0,1,54952.34947669085,Espagne,F,0
516,57,16,37657.234448345815,1,1,1,31477.881543998177,Espagne,H,0
807,58,8,43358.34753614378,1,1,1,36827.12718426189,France,H,0
669,60,16,34420.21947623363,2,1,0,52617.0831614155,France,F,1
759,63,19,86953.19123605653,3,0,1,44957.65016272641,France,F,0
580,64,7,32115.077654078206,1,0,0,67358.4599681506,France,H,1
821,50,11,116599.3583927437,1,1,0,44251.21033038172,Allemagne,F,1
469,38,16,40199.624705716735,2,1,0,62062.043688181024,France,H,1
468,72,1,42646.43574992115,2,1,1,87715.3313421578,Allemagne,H,1
436,22,9,79260.24220069355,2,1,1,80057.45145305022,France,F,0
556,51,0,54894.70312687534,3,0,1,65929.54946711057,Allemagne,F,0
606,26,5,41846.53852868138,4,1,0,44697.62127488503,France,F,0
300,27,8,49983.52225277152,4,0,0,105159.97284853176,France,H,1
781,31,2,15300.368677520266,4,1,1,69505.14155851628,France,H,0
376,24,6,35658.338778618825,1,0,0,68590.78358407602,France,F,1
636,44,5,1049.2267346975132,4,1,1,46029.333426902405,Espagne,H,0
451,18,18,56561.41909394851,3,0,1,81934.02609914966,Allemagne,F,0
742,29,10,82549.48740169933,2,0,0,67225.43810491559,Allemagne,H,1
822,47,10,90368.29182936667,4,0,1,53865.6891634803,Espagne,H,0
554,59,14,93743.00519046426,4,0,1,77262.8351704534,France,H,0
379,36,14,72422.58542546624,4,0,0,38047.6055409134,Allemagne,H,1
666,63,7,55513.79669698693,2,1,1,68837.55292564532,France,F,0
337,21,16,70512.25657229366,3,0,0,51508.413491076164,Allemagne,F,1
512,63,12,38272.23725633322,2,1,0,44029.096335640555,Espagne,H,1
639,45,6,15919.353090832577,1,0,0,65692.06405735426,France,F,1
696,67,3,54877.11015922393,2,1,1,42750.59168484002,Espagne,H,0
700,35,16,74692.06924730766,2,1,1,100066.04170320793,Espagne,F,0
593,73,9,24431.831230913296,2,0,0,46726.608500925424,France,H,1
490,35,11,35898.53840553458,4,1,1,54471.34282364857,France,H,0
526,54,4,58690.994590719616,1,1,0,56577.97905476765,France,F,1
369,31,9,23725.282779195848,1,0,1,87498.5835484153,France,F,1
628,37,12,45989.534720074174,4,0,0,62213.292719424855,France,H,1
305,43,18,60684.986999002394,1,0,0,96176.73411834284,France,F,1
831,29,11,51013.9421577975,3,0,0,68767.56171254301,Espagne,H,1
567,45,0,84797.07046679014,3,0,0,33459.864203486446,Espagne,F,1
590,39,5,87771.81940429442,1,0,0,39970.129892023026,France,H,1
573,45,18,57091.25258818089,3,0,0,61792.37747549823,France,F,0
535,38,15,60569.16189592996,4,1,1,68182.88365729892,France,H,0
421,58,8,89151.28035922299,3,0,1,32291.422599974812,France,F,0
617,18,11,106914.23205161685,4,1,0,75775.73832961029,France,F,0
390,63,0,90469.35322789554,2,0,1,41350.566575656005,Allemagne,F,1
736,43,3,52494.0983351281,2,0,0,72499.57252872968,Espagne,H,1
519,73,10,11239.062771653262,1,0,0,45981.61426860657,France,F,1
538,42,8,14251.098391460291,4,0,0,44500.43199500287,Allemagne,F,1
583,62,13,9148.185031885165,3,1,0,78056.6308310981,Allemagne,F,1
637,33,14,15564.641063668452,3,0,0,101937.96392183387,France,H,1
354,66,10,46107.323946841985,1,0,0,23257.349355247334,France,H,1
750,39,15,86592.54504590195,1,0,1,60221.63686760688,Allemagne,H,0
549,55,14,66648.42771082524,2,0,0,22884.176750870432,Allemagne,H,1
752,26,12,60108.983441008626,2,1,0,52630.30293801223,France,H,1
549,55,7,33009.982895339126,1,1,0,83956.45858891254,Allemagne,H,1
813,36,15,73273.54270307813,1,1,0,51785.72800245133,Espagne,F,1
710,73,9,70518.49899814726,3,0,0,78687.08492388642,France,F,1
660,34,1,80946.94812003165,4,1,1,11621.304423039779,France,F,0
703,72,11,58774.96338999228,3,0,1,62518.09523973847,France,H,0
408,70,1,41458.70424957465,2,1,0,45833.58529332976,Allemagne,H,1
322,45,2,41923.269614325065,1,0,0,57954.1409440467,Allemagne,H,1
485,57,7,53889.45737199642,2,1,1,65192.317686696864,Allemagne,F,0
558,29,5,134438.92212476727,2,0,0,46175.27191598147,Espagne,F,0
402,19,17,89189.071742605,1,0,0,47509.346702472154,France,H,1
517,74,1,54684.563967725466,3,1,0,100876.14947655928,France,H,1
555,63,5,126824.49305170772,2,1,1,50517.633194860224,Espagne,F,0
490,59,5,26280.066937126176,4,1,1,64474.948933463005,Espagne,H,0
824,26,8,72192.90333873998,4,1,1,57077.255725307485,Allemagne,H,0
549,55,5,21078.01860703926,1,0,0,15624.491991364754,Espagne,F,1
774,23,6,62993.892173246466,2,0,0,61231.29197989633,Allemagne,H,1
669,33,12,79911.35776057668,4,1,0,41100.33061207505,France,F,1
566,72,1,26362.628186323032,2,0,0,60728.73772868681,France,H,1
461,24,6,80524.2145896297,4,0,1,16529.851491129033,Allemagne,F,0
310,25,16,45058.01458202491,4,1,0,98776.4841435577,Allemagne,F,1
748,40,14,107534.20965194024,1,1,1,63251.72767581798,Espagne,F,0
587,62,10,65897.10875463462,4,0,0,62153.99607196118,Espagne,F,1
532,22,9,53117.760867261146,3,1,1,39259.851682225904,Espagne,F,0
578,51,12,125374.20904923743,3,0,0,59329.71021968586,Allemagne,H,1
481,26,19,51629.89461221259,4,1,1,58981.19840967986,France,F,0
334,72,19,59295.24951243883,4,1,1,47233.52479686218,Allemagne,F,1
756,47,14,51656.41503471312,4,0,1,55756.6332563107,Espagne,H,0
716,48,3,39803.692919030305,4,1,1,50267.27140896497,France,F,0
368,46,12,81145.66630088062,2,0,0,31776.817907783538,Allemagne,F,1
551,22,4,66024.24349064412,2,1,1,82402.74226181408,France,H,0
570,47,16,10520.379968551199,2,0,0,32843.09774050891,Espagne,F,1
477,27,9,15515.242190460536,1,0,1,49562.35602945139,France,H,1
812,43,12,99482.63551825122,3,0,0,48796.20109556841,France,F,0
300,25,11,41090.57690403015,3,0,0,108447.21625272784,Espagne,F,1
379,38,4,41886.975551117575,2,0,0,76919.22281727522,Allemagne,F,1
401,24,18,83722.44013654074,1,1,1,79987.50373005158,France,H,1
681,58,18,40438.020110331476,4,0,0,89370.53116206331,Allemagne,F,0
667,23,15,33686.11896152356,3,1,1,83647.69697212552,France,H,0
577,47,6,63052.50604658651,2,0,1,79762.58996317623,Allemagne,F,0
573,56,1,62253.72045324223,2,0,0,53852.3054917541,France,F,1
575,73,6,69421.71819074206,3,0,0,49220.40414314976,Espagne,H,1
489,65,17,124310.72476873944,2,1,0,46006.76146598376,France,F,1
459,46,19,104703.744405376,1,0,1,48965.71789652365,France,F,1
461,48,1,68786.20281210574,3,1,1,22006.947635419237,Espagne,H,1
422,62,11,81472.59761742987,1,0,0,50575.504839788475,France,H,1
522,48,19,34798.71428080357,1,1,1,76433.35483338882,Espagne,F,0
391,64,16,57276.099730906535,4,1,1,53167.77352151419,Espagne,H,1
668,25,15,88573.44256843365,4,0,0,57619.20368464434,France,H,0
402,55,1,46085.19478495506,2,0,1,67819.26304110551,Allemagne,H,1
324,58,9,66914.21327886733,1,0,0,20778.5429647024,Allemagne,F,1
746,38,7,46019.83306563422,1,1,0,56261.71959628658,Espagne,H,1
333,42,6,30429.560179141834,3,0,0,24207.627848530607,France,F,1
349,24,4,62881.60089528118,2,0,1,94805.26691002339,Allemagne,H,0
301,27,0,26230.382454187944,1,1,1,76035.89062289754,France,H,1
713,21,13,89097.5917212053,1,1,0,56618.30740649414,France,H,1
574,61,6,43071.44483574428,4,1,1,42316.81578202366,Allemagne,F,0
695,22,1,52652.94176915741,3,0,0,85272.91716325091,France,F,1
633,54,11,94958.39940029694,3,1,1,40701.79918079257,France,H,0
481,30,12,47649.9064814946,4,1,1,37842.37646051103,France,F,0
372,44,2,131644.0702828727,3,0,0,58295.596109896855,Espagne,H,1
399,34,18,95492.3268661568,2,0,0,42483.67592402799,France,F,1
675,37,17,104344.06493826833,1,0,0,74586.1099508619,France,H,1
654,51,10,56471.692062086615,1,0,1,93083.64277904993,Allemagne,F,0
404,49,18,20867.02882249219,1,0,0,90693.52510014834,France,F,1
650,74,12,50410.50906430376,2,1,1,59231.01548848768,Espagne,F,0
560,29,7,11058.472974029377,4,0,0,29886.525671810035,Allemagne,H,0
515,65,3,86451.30960605707,4,1,0,49045.36661786783,Allemagne,F,1
318,74,3,20653.55689535808,1,0,1,95626.519686444,France,F,1
374,30,13,76447.22313429686,4,0,1,85459.49214313745,Espagne,H,0
654,69,5,38197.47276156621,1,0,1,78695.93379182187,Espagne,F,1
786,65,19,39541.91754964928,1,1,1,37794.97619771547,France,H,1
771,30,6,72387.83739176749,2,0,1,68522.24872455237,France,F,0
647,30,4,111017.93035558063,1,0,1,61445.174607520334,France,F,0
809,38,10,5858.360440022094,2,1,1,75260.75667059478,France,H,0
729,34,2,78708.72453513782,3,0,0,86335.23407867027,France,F,0
466,47,0,22712.826424916944,3,1,1,84813.36541382528,Espagne,H,1
445,26,4,105243.5269547778,1,0,1,46917.8912780392,France,F,1
356,73,5,30404.254862556314,2,1,1,72374.19724328141,France,F,1
313,47,8,121043.36864261785,4,1,1,53348.8224639009,France,H,0
415,45,17,65543.15660725116,4,0,1,36577.255996928056,France,H,0
353,39,14,67979.78061502989,2,0,0,78352.02898325713,France,F,1
555,24,7,80614.08245083045,2,0,1,65718.47754955945,Allemagne,H,0
364,71,9,69785.92293996607,1,0,1,53447.80131392911,Espagne,H,1
300,20,0,69065.19944520891,1,1,0,70601.30138489457,Allemagne,F,1
680,58,17,23896.38059064735,1,1,1,43177.1526009143,Allemagne,H,0
588,41,15,100083.17927877372,1,0,0,51863.227496504376,France,H,1
559,62,19,129697.50963179924,2,0,1,55861.453651208256,Espagne,H,0
662,53,5,27766.974208694395,2,0,1,93936.06422816735,Allemagne,H,0
491,27,18,57161.31389864979,3,0,0,78641.33670869737,Allemagne,F,1
702,45,19,89655.21610343675,2,0,0,96927.84317154324,France,H,0
829,45,17,8356.91667960932,1,0,1,82894.64808314228,France,H,0
807,31,8,77718.65629260725,3,1,0,51413.36343422746,Espagne,F,1
584,38,18,88549.77489888281,4,0,1,71502.08651389924,Espagne,F,0
316,65,13,68764.0312304909,1,1,1,73797.31165560408,Espagne,H,1
504,34,17,56904.85784085006,2,0,1,47344.7222832109,Allemagne,F,0
647,18,7,90703.58374754514,2,1,0,73158.86998846444,Allemagne,F,1
486,41,13,50989.28286641236,4,0,0,36597.86275593881,Espagne,F,1
778,44,5,65728.122910656,4,0,0,42684.0568322899,France,F,0
416,66,13,72316.26700989333,4,0,1,42057.0417015831,France,H,1
367,36,0,73334.8029116975,1,1,0,77963.65953358274,Allemagne,F,1
816,32,10,123104.27252561413,1,0,1,64506.10009906532,France,H,0
596,20,16,26258.898710417736,2,0,0,40967.79809886507,Allemagne,F,0
751,19,16,49160.93127587214,1,0,0,20905.5801015428,Espagne,F,1
456,73,14,97547.74056888476,3,1,0,45081.13956341405,France,F,1
830,20,8,53411.63700289202,2,1,1,51846.93552615393,France,H,0
464,21,0,93308.65025470874,4,0,0,45364.201672966155,France,F,1
412,36,10,109379.3111176618,4,1,1,60736.891182838604,France,H,0
669,29,10,61721.58473588119,3,1,1,52630.74252647475,Allemagne,H,0
711,27,8,71882.25200402887,4,1,1,67019.67540375775,Espagne,H,0
697,74,0,78739.38408141292,4,1,0,59402.51526727208,Allemagne,F,1
696,60,9,61717.631617141415,1,0,0,64659.659376655014,Allemagne,F,1
580,57,18,89352.07504464964,2,0,1,76890.94849866244,Espagne,F,0
767,24,15,73702.67394274806,3,0,1,35294.414636859015,France,H,0
586,71,15,104726.52163977425,2,0,1,60643.8191900196,Espagne,F,0
494,44,17,6135.93144688828,2,0,0,35964.7868106824,Espagne,H,1
315,24,13,61207.66602913362,2,0,1,48177.473387671664,France,H,0
505,53,5,112037.30862705955,1,0,1,42285.499859679374,Allemagne,H,0
822,53,0,62450.69521578551,3,0,1,23891.947015258243,France,H,0
634,49,18,20572.21309073318,3,0,0,62251.48503185946,France,F,0
715,58,10,112818.3941389417,2,1,1,23823.34936253743,Espagne,H,0
447,50,13,54073.68147965447,3,0,0,36564.45014224382,Espagne,F,1
396,65,17,17912.698117830936,1,0,1,31970.42306022571,France,F,1
359,35,8,48597.663225151744,3,1,0,55856.773568054,France,F,1
387,42,12,73179.43107207229,2,1,1,34192.61944611452,Allemagne,F,0
506,18,16,55246.6841649214,4,1,0,72509.4264572951,Allemagne,F,1
584,61,12,41087.83183832772,1,0,0,56514.93243837453,France,F,1
768,61,10,90197.46076640282,2,1,0,46969.91412159971,Espagne,H,1
351,35,5,70379.9020098185,1,0,1,47419.61120700406,Allemagne,H,1
658,29,4,52859.55354187272,2,0,1,42569.388386653976,Allemagne,H,0
581,69,18,67914.82474744284,2,0,1,48030.03689731264,Espagne,H,0
703,19,18,97622.43410558772,4,0,0,53586.954820654406,Espagne,H,1
752,67,5,23360.665041966487,2,0,0,33103.26161181678,France,H,1
794,56,8,75333.59505691052,3,1,0,38542.23353154287,Allemagne,F,1
827,41,6,35871.422652615496,2,0,0,59665.80262923672,France,H,0
846,24,6,40201.879781638236,1,0,1,52773.33936453194,France,F,0
454,73,19,62323.08293733057,2,0,1,76079.40563605225,France,H,1
546,57,15,75943.87872140025,3,0,0,65817.6373758597,Espagne,F,0
677,20,1,76244.42582345233,2,1,0,62723.884436994194,France,H,1
301,59,16,47715.33678928337,1,1,1,19120.366350922515,Allemagne,H,1
556,54,16,85957.13272036794,1,1,1,51507.51661287549,Espagne,H,0
734,33,15,25088.60344227185,4,1,0,48182.930419212214,Espagne,F,1
325,37,2,84146.11377287054,4,1,1,55736.23302564722,France,F,0
590,25,13,41642.96041628538,4,0,0,50730.39907789047,France,H,0
820,28,17,29755.553888406394,2,0,1,36747.400429125635,France,H,0
370,36,7,29474.394500554623,2,1,1,48640.783911258186,Allemagne,F,0
539,72,6,86184.59221135816,3,0,0,39185.54959965344,Allemagne,H,1
499,65,8,109093.98948645823,3,1,0,81292.0031230548,Allemagne,F,1
573,40,14,139562.91994604038,1,1,1,74920.1773652236,Espagne,F,0
431,71,6,73059.06429402278,4,0,1,43721.81685605036,France,H,1
355,39,14,26552.35634816382,3,0,0,18212.094873287628,France,F,1
438,29,18,71566.63397564193,4,0,1,68775.17488384424,Allemagne,H,0
387,69,13,15417.314540446117,1,1,1,84641.3152028643,Espagne,H,1
402,32,9,35069.868891038044,2,1,0,56676.8269691457,France,H,1
510,69,5,87642.31675869004,2,0,0,90264.03562322374,France,F,1
407,33,6,78937.9556804442,2,1,1,92040.65312639158,Allemagne,F,0
647,35,6,65786.37372100713,4,0,0,59481.47877963714,France,H,1
432,60,8,95750.65212632323,3,1,1,59775.910819128556,France,H,0
683,25,10,103860.13081019865,4,0,0,56422.97630381868,France,F,0
753,63,4,56188.729301530955,3,0,0,43256.830042161004,Allemagne,F,1
804,32,12,5794.09873067282,1,1,0,56716.83528185408,France,F,1
614,57,16,137798.9272058208,3,1,0,52404.16962380012,Espagne,H,0
307,59,19,76471.64780079694,1,0,0,61028.70217196928,Espagne,F,1
356,24,4,76119.04035262622,3,1,0,77189.50327177814,France,F,1
596,38,0,40887.07582888704,1,0,0,58439.28578924854,Espagne,H,1
405,62,5,21800.45028321317,3,0,0,62491.99605727706,France,F,1
660,43,18,63827.86507544121,2,0,1,24425.881434250903,Espagne,F,0
477,26,3,104806.51738603543,1,0,0,76144.72652235228,Espagne,F,1
545,35,15,37455.62098534261,2,0,0,7691.269324378467,Allemagne,F,0
513,45,11,56963.695471772604,2,0,0,52636.336392561454,Allemagne,F,1
842,24,8,42060.66297433985,2,0,1,59254.84932770753,Allemagne,H,0
483,40,16,63308.40499044864,4,0,0,81268.56536355968,Allemagne,F,1
461,56,15,67237.81665157662,2,1,1,82950.34392257384,France,H,0
718,48,17,64245.36979704802,3,1,0,47208.40569090582,Espagne,H,0
544,32,6,87273.03575176036,1,1,1,43182.074813138854,France,H,0
576,42,19,75416.78009272521,4,0,0,65416.272222032414,Allemagne,H,1
438,35,4,46097.57580807553,1,1,0,40212.40865968025,Allemagne,H,1
334,38,5,36720.89245565981,2,0,1,34186.973389560575,Espagne,H,0
471,68,1,137468.9536400541,2,1,1,87754.41703346325,Allemagne,F,1
828,27,2,69532.6522132601,1,0,0,66080.63812479995,France,F,1
728,74,7,48750.38017727364,3,0,0,44915.12591632736,France,H,1
553,33,2,3558.044925830247,4,0,0,58009.53058953581,Espagne,F,0
667,34,4,76380.57267076745,4,0,0,43167.41328955015,France,H,1
348,37,18,70103.34523037887,4,0,0,84333.88078250448,France,F,1
681,18,14,35203.574570213736,3,0,1,76835.8284939751,Allemagne,H,0
819,46,3,24287.92944533941,3,1,0,43637.667776739836,Espagne,F,1
301,47,1,52958.53530977431,1,1,1,73507.23710330641,France,F,1
818,35,15,29787.83429044186,2,0,1,46429.58956388034,Allemagne,F,0
530,36,2,62411.94265850697,4,0,0,54405.95344371899,Allemagne,F,0
309,23,2,103993.83223075625,3,0,0,55140.17386194087,France,H,1
834,22,0,20824.697526838638,3,0,0,46978.87284342758,Espagne,F,1
745,37,2,79048.4183970728,4,0,0,69351.4081884176,Allemagne,F,1
805,21,0,125683.73561778317,4,0,1,82151.11284813784,Allemagne,H,0
835,33,9,32491.674762003375,2,0,0,54879.68151569676,Espagne,F,0
600,27,4,97327.62960178664,4,1,0,46789.906495600444,France,F,1
791,58,8,38080.61504180494,2,0,0,38134.78147875602,France,H,0
508,22,3,70414.9557436769,2,1,0,73111.86281587587,Espagne,F,0
823,34,11,50202.0340294328,1,0,1,45615.725710287756,Allemagne,F,0
465,60,12,67169.9612257955,4,1,1,4625.3392024944405,France,F,0
576,21,15,46487.34185605013,4,1,0,63483.77351872588,Allemagne,H,0
753,31,15,6297.647819417609,4,0,0,64603.24034631101,Allemagne,F,0
585,37,15,46275.05139975322,4,0,1,33658.37475682963,Allemagne,F,0
720,18,14,83742.24099200065,1,0,0,66800.95885751519,Allemagne,H,1
318,31,13,7093.480323973563,1,0,0,70967.94526429923,Allemagne,H,1
603,71,5,47978.72829131238,4,1,1,54882.16898945012,France,H,0
734,50,8,71997.23977254322,2,1,1,55049.770469387586,Allemagne,H,0
417,45,18,28449.39737969307,4,0,0,61603.21662438432,France,H,1
556,48,4,64164.68393812458,1,1,1,60381.60661755584,France,H,0
751,62,1,55675.633330710516,2,0,0,78663.0537053259,France,F,1
331,54,1,70332.00392774673,2,0,1,62997.42233391786,France,H,1
312,18,11,83527.075894338,4,0,1,68815.9497312755,France,F,0
738,74,1,75767.31090791892,4,0,0,28851.583904592317,France,F,1
807,30,2,71074.4144399194,3,1,0,24853.462785111424,France,F,1
617,25,3,29596.931680501373,4,0,1,72585.52626983027,France,F,0
355,48,2,18190.899793551485,2,1,1,51779.352964201156,Allemagne,H,0
433,73,8,82471.77667649998,4,0,1,42925.944651618265,Espagne,H,1
620,43,9,86669.660595682,4,0,1,70471.1176848531,France,F,0
754,54,3,82925.00967464957,2,0,0,69288.65673713671,France,F,1
410,73,5,58135.78399082861,3,1,1,21167.04455783579,Espagne,F,1
439,21,18,8465.685679096408,1,1,1,89219.14749743242,Allemagne,H,1
538,26,6,84331.55861110169,4,1,1,68908.63306697551,France,H,0
627,52,2,84527.51622790843,4,0,1,66137.17716406556,France,H,0
598,23,10,4369.568719563365,3,1,0,41420.43943567356,Allemagne,H,0
829,66,15,86665.30407423757,3,1,1,59266.79802009344,France,H,0
518,28,1,70006.36847689576,1,1,0,40346.8904620433,France,H,1
430,20,11,29323.36208224898,4,1,1,45342.3064708102,France,H,0
755,25,16,79454.69999625739,2,0,1,29034.162456596176,Allemagne,H,0
673,34,0,41802.17790860044,4,1,0,61629.46016822884,France,F,1
591,52,4,69678.20387724134,4,1,0,42988.41538827301,Espagne,F,1
772,73,3,50628.93719809317,1,0,1,90257.38158171411,Espagne,H,1
787,20,16,21100.060464774346,4,1,1,56320.16018400052,Allemagne,H,0
689,71,13,101324.46575501276,3,1,0,45800.57261291501,Allemagne,H,1
519,47,2,51909.910108730466,2,0,1,18596.92543921239,Espagne,F,0
688,63,2,62711.318094987066,2,1,0,51723.513739936956,France,H,1
420,35,5,66981.18010744768,4,0,1,64721.769939364196,France,H,0
723,31,16,49160.329710875754,1,0,1,79661.86976443682,France,H,0
731,69,13,75051.8228076423,3,0,0,62812.81908270334,France,H,1
837,20,8,47756.669157599856,4,1,1,46501.103624144525,France,H,0
777,35,2,42357.960312457784,3,0,0,48044.56559353924,France,F,0
427,60,2,96650.47043676596,2,1,1,59044.433059802475,France,H,0
337,39,18,96789.47500184414,4,0,0,69379.325217099,Espagne,H,1
506,56,19,90219.33184952477,4,1,1,55227.2094773132,France,H,0
694,27,16,71592.99227656065,2,0,1,67132.56304197991,France,H,0
640,61,8,39596.18706575779,2,0,1,30054.411746613932,Espagne,H,0
772,69,11,55568.0534243034,1,1,1,62974.25153030463,Espagne,F,1
469,43,19,115750.43692743863,2,0,0,64904.66428213297,France,F,1
357,39,18,60998.82015860926,2,1,1,55637.578046854185,Allemagne,H,0
834,43,7,53305.20415479072,4,1,1,65371.46598727167,France,F,0
495,28,14,46161.64729938247,2,1,0,59243.33921735469,Allemagne,H,1
783,52,10,57309.8153506367,4,1,0,69147.72162706533,France,F,1
408,19,18,45814.54904349661,4,1,0,53212.68477520965,Allemagne,F,1
555,61,8,71220.52656808418,1,0,1,45493.52668863268,France,F,0
739,74,18,35570.34032267631,4,1,0,31324.945054850385,Espagne,F,1
748,28,1,11147.453847999233,3,0,1,47308.94788082455,Espagne,H,0
556,30,6,70180.19009828928,2,0,1,64985.650849823905,Allemagne,F,0
547,64,11,107587.88026667974,3,0,0,13728.41505327796,France,F,1
514,58,17,116118.35001829431,1,0,1,55380.54238119974,France,H,0
784,47,6,69370.35913954779,4,0,0,22851.003987155254,Allemagne,H,1
504,24,17,115222.87557045916,4,0,1,56036.29286273867,Allemagne,H,0
587,74,1,70719.31248747886,4,0,0,47052.773788475395,France,H,1
659,25,1,35654.31085221677,2,0,1,32656.3913090811,France,F,0
788,34,13,71075.89423860889,2,0,0,76292.7648537666,Allemagne,F,0
